company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
Toyota,2013,60000.0,Diesel,Trustmark Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
Volvo,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Lexus,2019,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Volvo,2019,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2016,60000.0,Petrol,Trustmark Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
Toyota,2013,60000.0,Diesel,Trustmark Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
Volvo,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Mitsubishi,1999,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2009,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5.0,210000.0
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Lexus,2019,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Volvo,2019,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2016,60000.0,Petrol,Trustmark Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
Toyota,2013,60000.0,Diesel,Trustmark Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
Volvo,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2015,80000.0,Diesel,Individual,Manual,First Owner,25.01,1498.0,89.75,5.0,590000.0
Hyundai,2016,120000.0,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,350000.0
Maruti,2017,30000.0,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,484999.0
Tata,2015,110000.0,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,240000.0
Toyota,2008,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,8.0,20.37
Maruti,2017,80000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,300000.0
Maruti,2016,80000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,750000.0
Maruti,2016,35000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,574000.0
Tata,2013,167000.0,Diesel,Individual,Manual,First Owner,22.3,1248.0,88.8,5.0,200000.0
Hyundai,2016,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2012,80000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,350000.0
Maruti,1998,100000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,70000.0
Ford,2005,90000.0,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,120000.0
Toyota,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,10000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,500000.0
Tata,2016,90000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,370000.0
Tata,2019,5200.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,600000.0
Maruti,2006,120000.0,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,100000.0
Maruti,2013,90000.0,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,409999.0
Honda,2016,50000.0,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,750000.0
Hyundai,2017,5000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,600000.0
Mahindra,2018,10500.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,550000.0
Renault,2018,26000.0,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,950000.0
Mahindra,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,8.0,20.37
Mahindra,2014,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Mercedes-Benz,2006,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2015,25000.0,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,800000.0
Toyota,2010,60000.0,Petrol,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2015,25000.0,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,700000.0
Maruti,2011,15000.0,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,335000.0
Maruti,2012,110000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,270000.0
Hyundai,2001,70000.0,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,52000.0
Maruti,2010,100000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,320000.0
Hyundai,2007,120000.0,Petrol,Individual,Manual,First Owner,17.8,1086.0,63.0,5.0,120000.0
Audi,2010,60000.0,Petrol,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2007,120000.0,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,125000.0
Maruti,2007,35000.0,Petrol,Individual,Manual,First Owner,18.2,1061.0,64.0,5.0,150000.0
Maruti,2018,13000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,310000.0
Maruti,2015,50000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,625000.0
Hyundai,2012,40000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,267000.0
Hyundai,2016,25000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,600000.0
Maruti,2011,110000.0,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,180000.0
Toyota,2019,5000.0,Petrol,Individual,Manual,First Owner,23.87,1197.0,88.5,5.0,700000.0
Maruti,2013,50000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,121000.0
Hyundai,2014,80000.0,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,5.0,350000.0
Toyota,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,8.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Lexus,2019,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Volvo,2019,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2016,60000.0,Petrol,Trustmark Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
Toyota,2013,60000.0,Diesel,Trustmark Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
Volvo,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2008,100000.0,Petrol,Individual,Manual,Third Owner,17.3,1061.0,64.0,5.0,80000.0
Hyundai,2008,93331.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,120000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Nissan,2015,70000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,750000.0
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Hyundai,2006,90000.0,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,120000.0
Honda,2017,28000.0,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,860000.0
Maruti,2018,50000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,650000.0
Maruti,2014,90000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,650000.0
Hyundai,2016,40000.0,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,710000.0
Ford,2017,113000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,430000.0
Maruti,2011,188000.0,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,305000.0
Ford,2011,100000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,220000.0
Tata,2010,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,9.0,20.37
Mahindra,2017,67000.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,660000.0
Chevrolet,2011,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,5.0,140000.0
Toyota,2015,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2013,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Volkswagen,2017,34000.0,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,5.0,625000.0
Honda,2004,110000.0,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,5.0,198000.0
Hyundai,2001,71000.0,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,60000.0
Maruti,2005,140000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,130000.0
Honda,2012,100000.0,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,5.0,540000.0
Hyundai,2017,10000.0,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,550000.0
Maruti,2018,30000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,475000.0
Toyota,2016,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2010,120000.0,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,217000.0
Hyundai,2002,184000.0,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,35000.0
Maruti,2019,6500.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,750000.0
Maruti,2010,80000.0,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,350000.0
Mahindra,2008,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,7.0,20.37
Toyota,2015,120000.0,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,570000.0
Hyundai,2012,120000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,180000.0
Opel,1998,110000.0,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,5.0,68000.0
Skoda,2006,150000.0,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,5.0,280000.0
Tata,2005,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,5.0,90000.0
Mercedes-Benz,2015,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2018,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Mercedes-Benz,2016,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2015,109000.0,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,685000.0
Maruti,2015,114000.0,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,5.0,565000.0
Skoda,2017,60000.0,Petrol,Dealer,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2014,160000.0,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,395000.0
Hyundai,2013,101000.0,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,5.0,425000.0
Volkswagen,2019,60000.0,Diesel,Dealer,Manual,Test Drive Car,20.37,1248.0,79.4,5.0,20.37
Hyundai,2016,60000.0,Diesel,Dealer,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Renault,2018,31000.0,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,5.0,535000.0
Renault,2018,31000.0,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,5.0,500000.0
Maruti,2016,55000.0,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,434999.0
Tata,2018,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,4.0,20.37
Hyundai,2014,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2010,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Volkswagen,2012,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2015,75000.0,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,425000.0
Mercedes-Benz,2011,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2013,158000.0,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,5.0,325000.0
Isuzu,2019,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Ford,2018,40000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,950000.0
Tata,2019,10000.0,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,5.0,1140000.0
Tata,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Jeep,2017,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Volkswagen,2020,5000.0,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,5.0,808000.0
Maruti,2014,30000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,550000.0
Maruti,2010,64000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,215000.0
Ford,2016,10500.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,512000.0
Maruti,2011,50000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,215000.0
Skoda,2012,60000.0,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,500000.0
Skoda,2015,35000.0,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,700000.0
Tata,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,9.0,20.37
Maruti,2016,80000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,750000.0
Maruti,2017,25000.0,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,5.0,395000.0
Hyundai,2017,5000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,675000.0
Hyundai,2008,80000.0,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,140000.0
Mahindra,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,8.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Lexus,2019,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Volvo,2019,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2016,60000.0,Petrol,Trustmark Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2013,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,225000.0
Maruti,2018,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,740000.0
Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
Toyota,2013,60000.0,Diesel,Trustmark Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2019,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,650000.0
Toyota,2017,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,625000.0
Maruti,2018,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,600000.0
Hyundai,2017,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,450000.0
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
Skoda,2016,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,645000.0
Volvo,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2011,167000.0,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,270000.0
Toyota,2011,167000.0,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,270000.0
Maruti,2014,10000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,300000.0
Chevrolet,2013,68000.0,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,355000.0
Maruti,2015,35000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,180000.0
Tata,2013,70000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,280000.0
Tata,2011,70000.0,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0,250000.0
Tata,2007,50000.0,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,5.0,125000.0
Maruti,2006,80000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,150000.0
Hyundai,2006,60898.0,Petrol,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,95000.0
Maruti,2018,29700.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,810000.0
Hyundai,2018,20000.0,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,5.0,671000.0
Maruti,2018,20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,295000.0
Maruti,2017,40000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,850000.0
Maruti,2013,90000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,409999.0
Maruti,2015,90000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,600000.0
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2012,60000.0,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,220000.0
Maruti,2013,56000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,550000.0
Mahindra,2014,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Mahindra,2014,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,9.0,20.37
Tata,2006,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Renault,2014,123000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,400000.0
Maruti,2007,60000.0,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,250000.0
Maruti,2009,54000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,155000.0
Tata,2013,50000.0,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,250000.0
Hyundai,2014,80000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,400000.0
Datsun,2019,10000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,500000.0
Hyundai,2018,10000.0,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,5.0,565000.0
Ford,2018,40000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,900000.0
Mahindra,2017,120000.0,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,650000.0
Mahindra,2013,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2018,35000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,800000.0
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,575000.0
Ford,2016,40000.0,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,550000.0
Maruti,2011,80000.0,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,5.0,190000.0
Ford,2017,37000.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,750000.0
Maruti,2018,22000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,625000.0
Hyundai,2018,60000.0,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,799000.0
Maruti,2013,57000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,300000.0
Maruti,2017,27000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,850000.0
Chevrolet,2012,70000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,130000.0
Maruti,2011,40000.0,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,229999.0
Maruti,2015,60000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,400000.0
